Job Title,Company Name,Salary Min,Salary Max,Location,Experience Level,Contract Type,Contract Time,Created,Description,Skills,Source Platform,Search Title
Senior Computer Vision Engineer - Deep Learning Focus,Phantom AI,180000,240000,"Mountain View, Santa Clara County",,,,2025-11-13T11:32:58Z,"About Us At Phantom AI, we’ve built a team of incredibly talented and ambitious people challenging the norm in the automotive industry. We are building cost-effective L2/L3 solutions to reduce the burden of everyday driving and make the roads safe for everyone. For instance, we believe democratizing technologies such as Automatic Emergency Braking and Emergency Lane Support is the first priority before tackling a fully self-driving vehicle. Our main customers are Tier 1 automotive manufacturers…",Engineering Jobs,Adzuna,Deep Learning Engineer
"Staff/Senior Staff Research Engineer, Deep Learning",PlusAI Inc,180000,250000,"Santa Clara, Santa Clara County",,,,2025-11-09T01:24:25Z,"Staff/Senior Staff Research Engineer, Deep Learning Plus, also known as PlusAI, is a Physical AI company pioneering AI-based virtual driver software for factory-built autonomous trucks. Headquartered in Silicon Valley with operations in the United States and Europe, Plus was named by Fast Company as one of the Worlds Most Innovative Companies. Partners including TRATON GROUPs Scania, MAN, and International brands, Hyundai Motor Company, Iveco Group, Bosch, and DSV are working with Plus to accel…",Engineering Jobs,Adzuna,Deep Learning Engineer
"Senior Software Engineer, PyTorch - Deep Learning",NVIDIA,0,287500,"California, US",,,full_time,2025-11-23T15:03:06Z,"We are now looking for a Senior Deep Learning Software Engineer, PyTorch. NVIDIA is hiring software engineers to design and build tools used by AI engineers across the world to design, develop, and deploy AI applications scalable across thousands of GPUs. This position will embed you in an ambitious and diverse team that influences all areas of NVIDIA's AI platform as well as directly contributes to PyTorch, a premiere deep learning framework. In this role you will work with multiple teams at N…",IT Jobs,Adzuna,Deep Learning Engineer
"Senior Software Engineer, Deep Learning Inference - New HW Enablement",NVIDIA,0,287500,"California, US",,,full_time,2025-09-27T09:39:14Z,"Are you passionate about driving innovation in deep learning and eager to work on cutting-edge AI technology? Join NVIDIA’s TensorRT team as a Senior Software Engineer, and be at the forefront of technology, enabling support in TensorRT for an evolving landscape of ground-breaking hardware capabilities. Your expertise will help shape the performance and functionality of our products, ensuring NVIDIA remains synonymous with innovation. If you're ready to tackle challenging projects, push the bou…",IT Jobs,Adzuna,Deep Learning Engineer
"Senior Software Engineer, Autonomy - Perception, Deep Learning",Cyngn,170429.3,170429.3,"Mountain View, Santa Clara County",,,full_time,2025-08-28T17:07:25Z,"About Cyngn Based in Mountain View, CA, Cyngn is a publicly-traded autonomous technology company. We deploy self-driving industrial vehicles like forklifts and tuggers to factories, warehouses, and other facilities throughout North America. To build this emergent technology, we are looking for innovative, motivated, and experienced leaders to join us and move this field forward. If you like to build, tinker, and create with a team of trusted and passionate colleagues, then Cyngn is the place fo…",Engineering Jobs,Adzuna,Deep Learning Engineer
ML Platform Engineer: Scale Deep Learning Pipelines (San Jose),ByteDance,108061.21,108061.21,"San Jose, Santa Clara County",,,,2025-11-25T05:52:36Z,"A leading technology company in the United States is seeking a Machine Learning Platform Engineer to develop and maintain their machine learning platform. The role involves building scalable data processing functions, collaborating with various teams, and managing platform operations. Candidates should have a bachelor's degree in a related field, at least three years of experience in software engineering, and proficiency in languages like Python and Golang. This is a full-time position with com…",IT Jobs,Adzuna,Deep Learning Engineer
Technical Recruiter,Phantom AI,82857.52,82857.52,"Mountain View, Santa Clara County",,,,2025-11-28T15:47:28Z,"The Opportunity We are seeking a highly motivated and versatile Technical Recruiter to join our small, but mighty, People team. This role is crucial for our growth, blending full-cycle technical recruiting for our most critical engineering roles with essential HR Operations functions. If you are passionate about finding world-class technical talent and thrive on creating a seamless employee experience from interview to onboarding and beyond, this is the role for you. What You'll Do: Technical R…",HR & Recruitment Jobs,Adzuna,Deep Learning Engineer
Deep learning team leader - Perception,Imagry,249680.77,249680.77,"San Jose, Santa Clara County",,,full_time,2025-07-29T21:19:43Z,"Position: Deep learning team leader - Perception Position E-mail: imagry.5A.141@comeetapply.com Location: San Jose, Ca OnSite We are seeking an experienced and capable Deep Learning Team Leader to join our R&D team. The Team Leader will manage and guide a team of engineers focused on developing and integrating novel vision-based Perception algorithms for our autonomous driving system. In addition to leading the team, the Team Leader will work hands-on to research and implement innovative featur…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer with Security Clearance,Radiance Technologies,154089.03,154089.03,"Bellbrook, Greene County",,,,2025-11-21T23:56:05Z,"Radiance is seeking a Machine Learning Engineer who will advance the artificial intelligence capabilities of the National Air and Space Intelligence Center at Wright Patterson Air Force Base. This engineer will provide expertise in data analytics and algorithm development supporting the integration and analysis of diverse data sources and develop machine learning, data mining and statistical algorithms for pattern recognition and anomaly detection. Additionally, this position will improve upon …",IT Jobs,Adzuna,Deep Learning Engineer
Technical Marketing Engineer - AI Platform Software,NVIDIA,0,253000,"California, US",,,full_time,2025-10-24T07:35:37Z,"NVIDIA software powers today's breakthroughs in AI! To enable researchers and developers to keep pace with this dynamic field, we seek a technical marketing expert who understands the AI platform software stack and the ecosystem! This role will craft the fundamental technical content educating developers how to write software's using NVIDIA's AI platforms through technical blog posts, user guides, walk-throughs, benchmark and more. This material is essential in mentoring developers about the la…",IT Jobs,Adzuna,Deep Learning Engineer
Co-op: Embedded Vision Engineer – Robotic Surgery Video,Neptune Medical,79040,93600,"Burlingame, San Mateo County",,,,2025-10-25T08:31:55Z,"Neptune Medical, is an innovative, venture capital funded medical device startup headquartered in Burlingame, CA. We have already commercialized novel medical devices using our technology. Now the team at Neptune is building something truly unique: a fully flexible medical robot that enables doctors to reach deep into human anatomy. Our Triton robot will disrupt flexible endoscopy and set a new standard with Triton Robotic Endoscopy in outcomes for decades to come. TITLE : Co-op: Embedded Visio…",Engineering Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,106011.86,106011.86,"Centennial, Arapahoe County",,,,2025-11-14T15:17:28Z,"AI/ML Engineer LOCATION Aurora, CO 80014 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportunitie…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,110509.3,110509.3,"Wake Island, Honolulu",,,,2025-11-15T19:34:17Z,"AI/ML Engineer LOCATION Honolulu, HI 96815 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportunit…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,119891.06,119891.06,"Wolf Trap, Halifax County",,,,2025-11-15T12:57:58Z,"AI/ML Engineer LOCATION Tysons, VA 22182 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportunitie…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,117372.63,117372.63,"Reston, Fairfax County",,,,2025-11-15T12:58:01Z,"AI/ML Engineer LOCATION Reston, VA 20190 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportunitie…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,104191.77,104191.77,"Savage, Anne Arundel County",,,,2025-11-14T16:32:34Z,"AI/ML Engineer LOCATION Annapolis Junction, MD 20701 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify …",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,108051.63,108051.63,"Fort Sam Houston, Bexar County",,,,2025-11-15T13:58:49Z,"AI/ML Engineer LOCATION San Antonio, TX 78208 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportu…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,108821.12,108821.12,"Grovetown, Columbia County",,,,2025-11-15T13:20:07Z,"AI/ML Engineer LOCATION Fort Eisenhower, GA 30905 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opp…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek,100458.4,100458.4,"Chantilly, Fairfax County",,,,2025-11-15T16:42:16Z,"AI/ML Engineer LOCATION Chantilly, VA 20151 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportuni…",IT Jobs,Adzuna,Deep Learning Engineer
AI/ML Engineer,Cymertek Corporation,92925.05,92925.05,"Aurora, Aurora County",,,,2025-11-15T12:53:57Z,"AI/ML Engineer LOCATION Aurora, CO 80014 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) Key Summary We are seeking a passionate and innovative AI/ML Engineer to join our team and drive cutting-edge solutions in artificial intelligence and machine learning. In this role, you will design, develop, and deploy intelligent systems that solve complex problems and enhance business outcomes. You will collaborate with cross-functional teams to identify opportunitie…",IT Jobs,Adzuna,Deep Learning Engineer
Senior HPC Architect,NVIDIA,0,287500,"California, US",,,full_time,2025-07-16T17:58:55Z,"NVIDIA has continuously reinvented itself over two decades. Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of computing. NVIDIA is a “learning machine” that constantly evolves by adapting to new opportunities that are hard to solve, that only we can tackle, and that matter to the world. This is our life’s work, to amplify huma…",Engineering Jobs,Adzuna,Deep Learning Engineer
Natural Language Processing (NLP) Specialist,Cymertek,84259.27,84259.27,"Savage, Anne Arundel County",,,,2025-02-16T11:11:17Z,"Natural Language Processing (NLP) Specialist LOCATION Annapolis Junction, MD 20701 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Natural Language Processing (NLP) Specialist to join our team and work on cutting-edge language-based technologies. In this role, you will design, implement, and optimize NLP models to extract insights, process unstructured data, and enhance user interactions. Collaborating wi…",IT Jobs,Adzuna,Deep Learning Engineer
"Solutions Architect, Generative AI",NVIDIA,0,235750,"California, US",,,full_time,2025-08-12T16:48:11Z,"NVIDIA is seeking an outstanding AI Engineer or Solutions Architect to join our growing team focused on partner enablement for Generative AI. In this role, you will lead by example, acting as both a strategic technical expert and a hands-on developer. You will directly build innovative proof-of-concept solutions and reference architectures for innovative AI applications, demonstrating the full power of the NVIDIA accelerated Generative AI platforms. By developing these foundational solutions, y…",IT Jobs,Adzuna,Deep Learning Engineer
Senior/Principal DL/LLM Performance Architect (Portland),Rival,218853.5,218853.5,"Portland, Multnomah County",,,,2025-11-19T10:17:21Z,"Join a cutting-edge and well-funded hardware startup in Silicon Valley as an Deep Learning and Large Language Model Performance Architect. Our mission is to reimagine silicon and create Risc-V based Accelerated computing platforms that will transform the industry. You will have the opportunity to work with some of the most talented and passionate engineers in the world to create designs that push the envelope on performance, energy efficiency and scalability. We offer a fun, creative and flexib…",IT Jobs,Adzuna,Deep Learning Engineer
Senior/Principal DL/LLM Performance Architect (Fort Collins),Rival,245315.69,245315.69,"Fort Collins, Larimer County",,,,2025-11-19T10:17:21Z,"Join a cutting-edge and well-funded hardware startup in Silicon Valley as an Deep Learning and Large Language Model Performance Architect. Our mission is to reimagine silicon and create Risc-V based Accelerated computing platforms that will transform the industry. You will have the opportunity to work with some of the most talented and passionate engineers in the world to create designs that push the envelope on performance, energy efficiency and scalability. We offer a fun, creative and flexib…",IT Jobs,Adzuna,Deep Learning Engineer
Senior/Principal DL/LLM Performance Architect (Santa Clara),Rival,203338.17,203338.17,"Santa Clara, Santa Clara County",,,,2025-11-19T10:17:20Z,"Join a cutting-edge and well-funded hardware startup in Silicon Valley as an Deep Learning and Large Language Model Performance Architect. Our mission is to reimagine silicon and create Risc-V based Accelerated computing platforms that will transform the industry. You will have the opportunity to work with some of the most talented and passionate engineers in the world to create designs that push the envelope on performance, energy efficiency and scalability. We offer a fun, creative and flexib…",IT Jobs,Adzuna,Deep Learning Engineer
Senior/Principal DL/LLM Performance Architect (Austin),Rival,211380.58,211380.58,"Mc Neil, Travis County",,,,2025-11-19T10:17:20Z,"Join a cutting-edge and well-funded hardware startup in Silicon Valley as an Deep Learning and Large Language Model Performance Architect. Our mission is to reimagine silicon and create Risc-V based Accelerated computing platforms that will transform the industry. You will have the opportunity to work with some of the most talented and passionate engineers in the world to create designs that push the envelope on performance, energy efficiency and scalability. We offer a fun, creative and flexib…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,94572.21,94572.21,"Wake Island, Honolulu",,,,2025-02-16T10:48:57Z,"Machine Learning Engineer LOCATION Honolulu, HI 96815 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes. You wi…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,114162.49,114162.49,"Reston, Fairfax County",,,,2025-02-16T09:37:05Z,"Machine Learning Engineer LOCATION Reston, VA 20190 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes. You will…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,114940.64,114940.64,"Centennial, Arapahoe County",,,,2025-02-16T09:29:24Z,"Machine Learning Engineer LOCATION Aurora, CO 80014 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes. You will…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,110709.93,110709.93,"Fort Sam Houston, Bexar County",,,,2025-02-23T23:41:23Z,"Machine Learning Engineer LOCATION San Antonio, TX 78208 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes. You…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,115828.55,115828.55,"Wolf Trap, Halifax County",,,,2025-02-16T07:22:17Z,"Machine Learning Engineer LOCATION Tysons, VA 22182 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes. You will…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,108454.26,108454.26,"Grovetown, Columbia County",,,,2025-02-16T07:55:59Z,"Machine Learning Engineer LOCATION Fort Eisenhower, GA 30905 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes.…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,108341.38,108341.38,"Savage, Anne Arundel County",,,,2025-02-16T08:03:35Z,"Machine Learning Engineer LOCATION Annapolis Junction, MD 20701 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making process…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Cymertek,118346.01,118346.01,"Chantilly, Fairfax County",,,,2025-02-16T07:34:11Z,"Machine Learning Engineer LOCATION Chantilly, VA 20151 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a talented and innovative Machine Learning Engineer to join our team and help build intelligent systems that drive impactful business solutions. In this role, you will work with cutting-edge technologies to design, develop, and deploy machine learning models that solve complex problems and improve decision-making processes. You w…",IT Jobs,Adzuna,Deep Learning Engineer
"Senior Solutions Architect, Agentic AI",NVIDIA,0,287500,"California, US",,,full_time,2025-08-26T16:52:00Z,"NVIDIA is seeking an outstanding Senior AI Engineer or Solutions Architect to join our growing team focused on partner enablement for Agentic AI. In this role, you will lead by example, acting as both a strategic technical expert and a hands-on developer. You will directly build innovative proof-of-concept solutions and reference architectures for innovative AI agents, demonstrating the full power of the NVIDIA accelerated Generative AI platforms. By developing these foundational solutions, you…",IT Jobs,Adzuna,Deep Learning Engineer
"Solutions Architect, Generative AI",NVIDIA,0,235750,"California, US",,,full_time,2025-11-11T10:30:32Z,"NVIDIA is seeking an outstanding AI Engineer or Solutions Architect to join our growing team focused on ecosystem partner enablement for Generative AI. In this role, you will lead by example, acting as both a strategic technical expert and a hands-on developer. You will directly build innovative proof-of-concept solutions and reference architectures for innovative AI agents, demonstrating the full power of the NVIDIA full-stack accelerated Generative AI platforms. By developing these foundation…",IT Jobs,Adzuna,Deep Learning Engineer
Junior Software Engineer - Top 25 CS Degree,Simplex,87446.23,87446.23,"Austin, Travis County",,,,2025-11-20T15:13:57Z,"We are working with a local Austin company that is hiring candidates who have graduated with a Computer Science or related technical Bachelors Degree from a top school globally. This role is On-site M-F in Northwest Austin, TX. We are looking for someone local or willing to relocate (We will reimburse for relocation expenses and also will sponsor VIsas.) Our client is a Enterprise SaaS company looking for a Junior / Associate level Software Engineer to fill a high-impact role on their team. We …",IT Jobs,Adzuna,Deep Learning Engineer
ML Engineer - NLP,Avoma,120000,140000,"Palo Alto, Santa Clara County",,,full_time,2025-09-16T19:08:45Z,"Our Mission Join Avoma and work on some of the most challenging NLP problems in our mission to make every meeting more productive. Our intelligent meeting assistant helps professionals get insights and automate common tasks required for any business meeting. We leverage the latest NLP techniques to generate notes, analyze data, and automate agentic workflows so our users can spend more time getting things done. We are a venture-funded early-stage startup, have 1000 paid B2B customers, and are g…",IT Jobs,Adzuna,Deep Learning Engineer
Staff Machine Learning Engineer & Architect (San Jose),Adobe Inc.,219449.36,219449.36,"San Jose, Santa Clara County",,,,2025-11-25T05:53:28Z,"Our Company Changing the world through digital experiences is what Adobe's all about. We give everyonefrom emerging artists to global brandseverything they need to design and deliver exceptional digital experiences! We're passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We're on a mission to hire the very best and are committed to creating exceptional employee experiences where …",IT Jobs,Adzuna,Deep Learning Engineer
Staff Machine Learning Engineer & Architect,Adobe,162000,301200,"San Jose, Santa Clara County",,,full_time,2025-11-09T08:36:54Z,"Our Company Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We’re on a mission to hire the very best and are committed to creating exceptional employee experiences wher…",IT Jobs,Adzuna,Deep Learning Engineer
Machine Learning Engineer,Radiance Technologies,157901.48,157901.48,"Beaver Creek, Greene County",,,full_time,2025-11-16T14:02:29Z,"Radiance is seeking a Machine Learning Engineer who will advance the artificial intelligence capabilities of the National Air and Space Intelligence Center at Wright Patterson Air Force Base. This engineer will provide expertise in data analytics and algorithm development supporting the integration and analysis of diverse data sources and develop machine learning, data mining and statistical algorithms for pattern recognition and anomaly detection. Additionally, this position will improve upon …",IT Jobs,Adzuna,Deep Learning Engineer
"Senior MLOps Engineer, GenAI Framework",NVIDIA,0,235750,"California, US",,,full_time,2025-11-15T16:18:37Z,"NVIDIA is looking for a dedicated and motivated senior build and continuous integration (CI/CD) engineer for its GenAI Frameworks ( Megatron-LM and NeMo Framework ) team. Megatron-LM and NeMo Framework are open-source, scalable and cloud-native frameworks built for researchers and developers working on Large Language Models (LLM), Multimodal (MM), and Video Generation. Megatron-LM and NeMo Framework provide end-to-end model training, including data curation, alignment, customization, evaluation…",IT Jobs,Adzuna,Deep Learning Engineer
"Senior MLOps Engineer, GenAI Framework",NVIDIA,0,287500,"California, US",,,full_time,2025-09-19T18:15:26Z,"NVIDIA is looking for a dedicated and motivated senior build and continuous integration (CI/CD) engineer for its GenAI Frameworks ( Megatron-LM and NeMo Framework ) team. Megatron-LM and NeMo Framework are open-source, scalable and cloud-native frameworks built for researchers and developers working on Large Language Models (LLM), Multimodal (MM), and Video Generation. Megatron-LM and NeMo Framework provide end-to-end model training, including data curation, alignment, customization, evaluation…",IT Jobs,Adzuna,Deep Learning Engineer
Deep Learning Research Intern (Summer 2026),Block,115801.59,115801.59,"Oakland, Alameda County",,contract,,2025-11-14T13:38:21Z,"Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams — People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more — provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurtur…",IT Jobs,Adzuna,Deep Learning Engineer
Software Engineer – Compiler,Baidu USA,142014.94,142014.94,"Sunnyvale, Santa Clara County",,,,2024-08-07T08:22:48Z,"Do you want to be part of the AI revolution? Do you want to think out of the box, thriving on challenges in the AI industry and the desire to solve them? Do you want to work with a world-class team to explore the fast-growing AI hardware opportunities and impact on the AI industry? We’re looking forward to you joining us to collaborate, contribute, and revolutionize AI silicon and system. Description We are looking for general or deep learning compiler engineers to join our compiler team at Bai…",IT Jobs,Adzuna,Deep Learning Engineer
Junior Software Engineer - Top 25 CS Degree,Simplex,88858.3,88858.3,"Austin, Travis County",,,,2025-11-20T22:47:03Z,"Job Description Job Description We are working with a local Austin company that is hiring candidates who have graduated with a Computer Science or related technical Bachelors Degree from a top school globally. This role is On-site M-F in Northwest Austin, TX. We are looking for someone local or willing to relocate (We will reimburse for relocation expenses and also will sponsor VIsas.) Our client is a Enterprise SaaS company looking for a Junior / Associate level Software Engineer to fill a hig…",IT Jobs,Adzuna,Deep Learning Engineer
Software Engineer AI/ML,Protein Metrics Inc,109148.84,109148.84,"Monte Vista, Santa Clara County",,,full_time,2024-09-20T09:47:53Z,"Protein Metrics Inc. (PMI) is seeking an experienced machine learning / deep learning software engineer, preferably with knowledge of mass spectrometry. You will join a world class team of software engineers and scientists, enabling data analysis for major biopharma and life science researchers. You will join a high-growth, energetic, global scientific software company providing software for better analysis of complex laboratory data. Our software is used globally by the top pharma and biopharm…",IT Jobs,Adzuna,Deep Learning Engineer
Senior Compiler Engineer - DL,NVIDIA,0,287500,US,,,full_time,2025-11-15T13:37:16Z,"NVIDIA has been transforming computer graphics, PC gaming, and accelerated computing for more than 25 years. It’s a unique legacy of innovation that’s fueled by great technology—and amazing people. Today, we’re tapping into the unlimited potential of AI to define the next era of computing. An era in which our GPU acts as the brains of computers, robots, and self-driving cars that can understand the world. Doing what’s never been done before takes vision, innovation, and the world’s best talent.…",IT Jobs,Adzuna,Deep Learning Engineer
Electrical and/or Computer Engineering Patent Agent,"Lawyers, Agents & Scientists",130000,160000,"Washington, D.C., US",,,full_time,2024-08-13T14:12:59Z,"Who are we? Sterne, Kessler, Goldstein & Fox P.L.L.C. is proudly one of the most highly regarded intellectual property specialty law firms in the world. We are the only DC law firm ranked as Chambers “Band 1” for patent prosecution and we are a Vault “Best Midsize Firm to Work For.” While our awards speak for themselves, we know our culture is what sets us apart in the industry. We recognize that it is the talent and dynamism of each individual that contributes to our shared success. We have cu…",Engineering Jobs,Adzuna,Deep Learning Engineer
"Senior Scientist, Early Discovery – Foster City, CA (San Francisco Bay Area)",Illumina,111000,166600,"Foster City, San Mateo County",,,full_time,2025-11-25T18:59:31Z,"What if the work you did every day could impact the lives of people you know? Or all of humanity? At Illumina, we are expanding access to genomic technology to realize health equity for billions of people around the world. Our efforts enable life-changing discoveries that are transforming human health through the early detection and diagnosis of diseases and new treatment options for patients. Working at Illumina means being part of something bigger than yourself. Every person, in every role, h…",Scientific & QA Jobs,Adzuna,Deep Learning Engineer
Senior Machine Learning Scientist,Turnitin,131195.12,131195.12,"Northlake, DeKalb County",,,full_time,2025-11-23T18:37:27Z,"When you join Turnitin, youll be welcomed into a company that is a recognized innovator in the global education space. For over 25 years, Turnitin has partnered with educational institutions to promote honesty, consistency, and fairness across all subject areas and assessment types. Over 21,000 academic institutions, publishers, and corporations use our services: Feedback Studio, Originality, Gradescope, ExamSoft, Similarity, and iThenticate. Experience a remote-centric culture that empowers yo…",Scientific & QA Jobs,Adzuna,Deep Learning Engineer
Senior Machine Learning Scientist,Turnitin,128073.27,128073.27,"Highland Park, Dallas",,,full_time,2025-11-23T18:27:12Z,"When you join Turnitin, youll be welcomed into a company that is a recognized innovator in the global education space. For over 25 years, Turnitin has partnered with educational institutions to promote honesty, consistency, and fairness across all subject areas and assessment types. Over 21,000 academic institutions, publishers, and corporations use our services: Feedback Studio, Originality, Gradescope, ExamSoft, Similarity, and iThenticate. Experience a remote-centric culture that empowers yo…",Scientific & QA Jobs,Adzuna,Deep Learning Engineer
Senior Machine Learning Scientist,Turnitin,139110.81,139110.81,"Schiller Park, Cook County",,,full_time,2025-11-23T18:37:28Z,"When you join Turnitin, youll be welcomed into a company that is a recognized innovator in the global education space. For over 25 years, Turnitin has partnered with educational institutions to promote honesty, consistency, and fairness across all subject areas and assessment types. Over 21,000 academic institutions, publishers, and corporations use our services: Feedback Studio, Originality, Gradescope, ExamSoft, Similarity, and iThenticate. Experience a remote-centric culture that empowers yo…",Scientific & QA Jobs,Adzuna,Deep Learning Engineer
